variant,scenario,simulation,source_asset,trades,final_balance,total_return,cagr,max_drawdown,winrate,profit_factor,avg_trade,worst_trade,best_trade,ruined
stable_default,black_swan_crash_rebound,14,ETH,172,3121.700712306163,-0.6878299287693836,-0.207720803073972,0.6934004300999457,0.4418604651162791,0.7831323032949542,-0.005259702541027021,-0.2969967570838686,0.11611318990288436,False
simple_long_continuation,black_swan_crash_rebound,14,ETH,225,956.5778658679274,-0.9043422134132073,-0.37461988859720763,0.9066663846470602,0.4,0.6833909724131803,-0.007942601922254525,-0.568267005663401,0.11611318990288436,False
stable_default,black_swan_crash_rebound,15,BTC,241,20256.986566733598,1.02569865667336,0.1516352989042029,0.44600022240813497,0.46887966804979253,1.2536840051715274,0.004765498597791341,-0.19683504813540076,0.21316734308794544,False
simple_long_continuation,black_swan_crash_rebound,15,BTC,295,18140.499381263544,0.8140499381263544,0.12649650248203925,0.49032594125791507,0.43728813559322033,1.1813833091173243,0.003330167410335402,-0.19683504813540076,0.21316734308794544,False
stable_default,black_swan_crash_rebound,16,BTC,248,20515.989582537146,1.0515989582537144,0.15456528182393647,0.2226544319603706,0.45564516129032256,1.2282713018429163,0.004301927353663925,-0.1764251065576944,0.22949743312780355,False
simple_long_continuation,black_swan_crash_rebound,16,BTC,301,18494.914248527533,0.8494914248527534,0.13086422258483665,0.29860466629883065,0.42857142857142855,1.1640820409652548,0.0030424815925908467,-0.1764251065576944,0.22949743312780355,False
stable_default,black_swan_crash_rebound,17,BTC,243,21390.34092541206,1.139034092541206,0.16424274770290292,0.2816796288510419,0.4567901234567901,1.2567112477349405,0.004710927224627323,-0.12007597899295382,0.18515311162710782,False
simple_long_continuation,black_swan_crash_rebound,17,BTC,289,18555.671922938458,0.8555671922938457,0.13160624896967454,0.38051227676926824,0.43944636678200694,1.163382984962244,0.0030960052115560784,-0.12013141851754855,0.18515311162710782,False
stable_default,black_swan_crash_rebound,18,BTC,226,47759.02645473588,3.775902645473588,0.3671340280865696,0.10544134280687989,0.5530973451327433,2.2294489082143403,0.01673794903503461,-0.0949912171378631,0.3598569500238753,False
simple_long_continuation,black_swan_crash_rebound,18,BTC,265,44373.20407780635,3.4373204077806356,0.34717544345328033,0.12292925847375369,0.5094339622641509,1.9097590180528414,0.012996959412169305,-0.0949912171378631,0.3598569500238753,False
stable_default,black_swan_crash_rebound,19,ETH,206,16440.241977616497,0.6440241977616497,0.10454049082164252,0.2898271699147861,0.4563106796116505,1.1589611614856539,0.0031837982439202636,-0.15925243361823388,0.1619862079182501,False
simple_long_continuation,black_swan_crash_rebound,19,ETH,238,12259.801447293392,0.22598014472933925,0.041589725678768064,0.4139759867093231,0.42016806722689076,1.048933709938551,0.0009992369126691704,-0.15925243361823388,0.1619862079182501,False
